"statement_date","transaction_date","posting_date","description","amount","currency_amount","currency_code","exchange_rate","source_file"
"2024-09-04","2024-08-09","2024-08-12","UBER CANADA/UBERTRIP TORONTO","57.92","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-11","2024-08-13","VALUE VILLAGE #2165 CALGARY","103.70","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-12","2024-08-14","3710-CLGY RELAY D81Q02 CALGARY","16.56","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-12","2024-08-14","LA PREP CALGARY","12.59","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-13","2024-08-14","UBER* TRIP HTTPSWWW.UBE","49.13","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-13","2024-08-14","FLAIR-VERSILIA-SALES 447-4699292","10.11","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-13","2024-08-14","OEB BREAKFAST CO. TORONTO","18.31","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-13","2024-08-14","UBER CANADA/UBERTRIP TORONTO","77.25","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-13","2024-08-14","UBER CANADA/UBERTRIP TORONTO","8.60","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-13","2024-08-14","1828-TOR INK TERM 3 RD MISSISSAUGA","26.45","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-13","2024-08-15","VALUE VILLAGE #2167 TORONTO","12.42","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-13","2024-08-15","PANTAGES HOTEL SUITES TORONTO","615.67","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-15","2024-08-16","FLAIR-VERSILIA-SALES 447-4699292","19.87","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-16","2024-08-19","UBER CANADA/UBEREATS TORONTO","31.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-18","2024-08-19","TACO TIME AB109 CALGARY","23.12","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-19","2024-08-20","FOTODIOX INC. US HTTPSFOTODIO","227.44","162.02","USD","1.40377","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-24","2024-08-26","CPA - PAY MACHINE CALGARY","2.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-24","2024-08-26","SECOND CUP CAFE 9750 CALGARY","54.71","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-24","2024-08-26","CACTUS CLUB STEPHEN AV CALGARY","34.02","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-25","2024-08-26","STARBUCKS 04272 CALGARY","11.66","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-25","2024-08-26","SECOND CUP CAFE 9750 CALGARY","34.19","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-24","2024-08-27","SAFEWAY #8820 CALGARY","10.44","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-27","2024-08-28","UBER CANADA/UBERTRIP TORONTO","18.13","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-27","2024-08-29","ALASKA AIR 0272380714664 RICHMOND","36.75","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-27","2024-08-29","HUDSON ST2172 CALGARY","31.75","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-30","2024-09-03","UBER CANADA/UBERTRIP TORONTO","19.47","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-30","2024-09-03","UBER CANADA/UBERTRIP TORONTO","1.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-30","2024-09-03","ALASKA AIR IN FLIGHT SEATAC","11.07","8.00","USD","1.38375","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-30","2024-09-03","FIRST CLASS CONCESSION GOLETA","12.39","8.96","USD","1.38281","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-09-02","2024-09-03","UNCLE TETSU CROSSIRON MIL ROCKY VIEW C","21.70","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-09-03","2024-09-04","PAYMENT - THANK YOU","-2407.51","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-10-03","2024-09-05","2024-09-05","GoFundMe Support Ashley s GOFUNDME.COM","162.73","117.00","USD","1.39085","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-05","2024-09-06","SQ *BUTTERBLOCK&CO CALGARY","20.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-05","2024-09-06","SQ *BUTTERBLOCK&CO CALGARY","25.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-07","2024-09-09","LM Country Hills Country Hill","6.68","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-09","2024-09-10","UBER CANADA/UBEREATS TORONTO","30.16","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-09","2024-09-10","UBER CANADA/UBERTRIP TORONTO","23.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-11","2024-09-11","Etsy.com*HockleyJewellery Toronto","50.18","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-12","2024-09-13","TAJ KABOB AFGHAN STREET WWW.NONE.COM","20.46","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-18","2024-09-19","CPA - PAY MACHINE CALGARY","1.42","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-18","2024-09-20","THE PORCH CALGARY","36.56","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-19","2024-09-20","UBER CANADA/UBERTRIP TORONTO","29.16","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-19","2024-09-20","UBER CANADA/UBERTRIP TORONTO","18.20","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-19","2024-09-20","UBER CANADA/UBERTRIP TORONTO","25.60","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-19","2024-09-20","GRAY MONK ESTATES WINERY LAKE COUNTRY","64.14","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-19","2024-09-20","KELOWNA CABS 202 KELOWNA","32.55","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-19","2024-09-20","LB TAPHOUSE -CONC CYYC CALGARY","19.82","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-19","2024-09-20","3719-CLGY RUNDLEMRKT CALGARY","9.02","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-19","2024-09-23","SAVE ON FOODS #2226 LAKE COUNTRY","195.53","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-19","2024-09-23","KELOWNA CABS 47 KELOWNA","27.85","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-20","2024-09-23","SQ *THE SALTY CARAMEL KIT Lake Country","25.41","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-20","2024-09-23","BNA BREWING CO KELOWNA","23.75","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-20","2024-09-23","PERCH SKY LOUNGE KELOWNA","114.61","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-21","2024-09-23","BLOCK ONE RESTAURANT WINFIELD","86.80","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-22","2024-09-24","YLW WHITE SPOT POST-SEC KELOWNA","25.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-22","2024-09-24","YLW RETAIL PRE-SECURITY # KELOWNA","3.66","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-23","2024-09-24","STAPLES STORE #253 CALGARY","0.59","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-23","2024-09-25","CANADIAN TIRE #496 CALGARY","25.29","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-27","2024-09-27","GARAGE/DYNAMITE 888-882-1138","83.90","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-09-29","2024-10-01","LYNX RIDGE GOLF CLUB Calgary","26.56","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-10-03","2024-10-03","RETAIL INTEREST","34.96","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-10-03","2024-10-03","2024-10-03","ANNUAL FEE","139.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2024.pdf"
"2024-11-04","2024-10-02","2024-10-07","SOBEYS COUNTRY HILLS #548 CALGARY","29.47","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-05","2024-10-07","SP VEGANSUPPLY.CA SURREY","91.78","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-05","2024-10-07","LS BEELAND SPILLIMACHEE","15.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-05","2024-10-07","TOTALITEA CALGARY","66.50","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-05","2024-10-07","JELLY MODERN DOUGHNUTS CA CALGARY","4.15","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-05","2024-10-07","SQ *RED BARN MERCANTILE - Calgary","69.30","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-05","2024-10-07","LE'S VIETNAMESE FOOD AND CALGARY","11.54","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-05","2024-10-07","MARKET SEAFOOD CALGARY","13.90","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-05","2024-10-07","THE HOME DEPOT #7063 CALGARY","-18.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-06","2024-10-07","EDDIE BAUER CANADA #48 CALGARY","49.88","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-06","2024-10-07","7-ELEVEN STORE #37795 CALGARY","19.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-06","2024-10-07","GRIZZLY PAW BREWERY CANMORE","105.32","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-06","2024-10-08","ALBERTA PARKS EDMONTON","15.75","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-07","2024-10-08","PAYMENT - THANK YOU","-1455.16","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-07","2024-10-09","PETERS' DRIVE IN LTD. CALGARY","30.61","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-14","2024-10-15","REVOLVE CLOTHING.COM (888) 442-58","199.60","141.25","USD","1.41309","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-14","2024-10-15","TREND CLOTHING COMPANY CALGARY","323.40","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-14","2024-10-15","REGAL CAT CAFE CALGARY","30.49","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-14","2024-10-15","NANAO KIMONO INC CALGARY","8.38","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-15","2024-10-16","UBER CANADA/UBERTRIP TORONTO","24.85","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-15","2024-10-16","UBER CANADA/UBERTRIP TORONTO","26.92","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-16","2024-10-17","CPA - PAY MACHINE CALGARY","4.75","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-16","2024-10-17","TACO TIME AB109 CALGARY","10.79","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-16","2024-10-18","PETERS' DRIVE IN LTD. CALGARY","14.28","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-19","2024-10-21","UBER CANADA/UBERTRIP TORONTO","50.15","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-19","2024-10-21","UBER CANADA/UBERTRIP TORONTO","48.29","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-20","2024-10-21","SEPHORA.CA SEPHORA.CA","137.55","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-28","2024-10-29","UBER* TRIP HTTPSWWW.UBE","16.93","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-28","2024-10-29","COBS Bread CALGARY","6.65","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-10-30","2024-10-31","PAYMENT - THANK YOU","-1407.23","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-11-04","2024-11-04","2024-11-04","RETAIL INTEREST","0.14","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_04-2024.pdf"
"2024-12-03","2024-11-07","2024-11-12","AIR CAN* 0142108244254 AIRCANADA.CO","412.80","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-14","2024-11-14","BURGER KING # 12848 CALGARY","22.87","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-16","2024-11-18","WESTJET 8384414266854 CALGARY","47.25","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-17","2024-11-18","HANGAWI NEW YORK","119.27","82.48","USD","1.44604","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-17","2024-11-18","OPA] 103 YYC AIRPORT CALGARY","10.13","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-17","2024-11-19","BESFREN BEAUTY 3 NEW YORK","26.93","18.62","USD","1.44629","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-17","2024-11-19","HUDSON ST2172 CALGARY","13.19","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-18","2024-11-19","UBER CANADA/UBERTRIP TORONTO","1.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-19","2024-11-19","TST* GREGORY'S COFFEE - G NEW YORK","7.50","5.19","USD","1.44508","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-19","2024-11-20","UBER *TRIP HELP.UBER.CO","65.05","44.99","USD","1.44587","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-20","2024-11-20","UBER *TRIP HELP.UBER.CO","33.24","22.99","USD","1.44584","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-19","2024-11-21","TST*TWO BOOTS - UWS New York","25.80","17.84","USD","1.44618","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-19","2024-11-21","FUSHIMI MARKET LLC NEW YORK","17.10","11.88","USD","1.43939","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-20","2024-11-21","MTA*NYCT PAYGO NEW YORK","4.17","2.90","USD","1.43793","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-20","2024-11-21","JETBLUE 2794456877963 8005382583","64.76","45.00","USD","1.43911","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-20","2024-11-21","TST* MAMAN - NOMAD NEW YORK","9.40","6.53","USD","1.43950","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-20","2024-11-21","NORDSTROM RACK #509 NEW YORK","109.62","76.18","USD","1.43896","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-20","2024-11-21","BRYANT PK MARKET ST237 JAMAICA","31.57","21.94","USD","1.43892","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-20","2024-11-22","TST*CITIZENS - CHELSEA New York","48.59","33.76","USD","1.43927","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-20","2024-11-22","KIMPTON EVENTI HOTEL NEW YORK","14.46","10.00","USD","1.44600","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-21","2024-11-22","SQ *REPUBLIK COFFEE PASAD Pasadena","46.45","32.33","USD","1.43674","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-21","2024-11-22","UBER *TRIP HELP.UBER.CO","112.02","77.97","USD","1.43670","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-21","2024-11-22","BUFFALO EXCHANGE CA14 PASADENA","143.78","100.33","USD","1.43307","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-21","2024-11-22","CROSSROADS CO27 PASADENA","83.06","57.96","USD","1.43305","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-22","2024-11-22","LA ARBORETUM HTTPSWWW.ARB","107.48","75.00","USD","1.43306","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-22","2024-11-22","LA ARBORETUM ARBORETUM.OR","64.48","45.00","USD","1.43288","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-21","2024-11-25","SPROUTS FARMERS MAR PASADENA","142.29","99.04","USD","1.43669","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-22","2024-11-25","THE GETTY PARKING LOS ANGELES","21.57","15.00","USD","1.43800","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-23","2024-11-25","UBER *TRIP HELP.UBER.CO","94.77","65.93","USD","1.43743","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-23","2024-11-25","UBER *TRIP HELP.UBER.CO","97.30","67.90","USD","1.43298","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-23","2024-11-25","TST* ELEPHANTE SANTA MONICA","137.92","95.95","USD","1.43741","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-23","2024-11-25","SPO*NALUVIDA VENICE","99.91","69.50","USD","1.43755","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-23","2024-11-25","SQ *KONTENTSU OF MONTROSE Glendale","50.62","35.22","USD","1.43725","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-24","2024-11-26","VONS #2152 PASADENA","63.42","44.12","USD","1.43744","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-25","2024-11-26","SQ *MANDARIN COFFEE STAND pasadena","37.20","25.88","USD","1.43740","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-26","2024-11-27","TIBET NEPAL HOUSE PASADENA","183.71","127.93","USD","1.43601","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-26","2024-11-27","SUNSET NEWS ST2507 LOS ANGELES","51.97","36.19","USD","1.43603","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-26","2024-11-27","PAYMENT - THANK YOU","-2286.49","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-27","2024-11-27","UBER *TRIP HELP.UBER.CO","84.59","58.91","USD","1.43591","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-27","2024-11-28","AIR CANADA 0144277950312 WINNIPEG","50.26","35.00","USD","1.43600","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-28","2024-11-28","UBER *TRIP HELP.UBER.CO","8.50","5.89","USD","1.44312","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-11-29","2024-11-29","COBS Bread CALGARY","13.89","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-12-01","2024-12-02","SP NAVAGE NASAL CARE NAVAGE.COM","102.81","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2024-12-03","2024-12-02","2024-12-02","SP TOMMYJOHN TOMMYJOHN.CO","185.13","128.56","USD","1.44002","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2024.pdf"
"2025-01-03","2024-12-06","2024-12-06","THREDUP 6175759676","193.75","134.22","USD","1.44352","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-06","2024-12-09","THREDUP 6175759676","-49.15","35.99","USD","1.36565","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-06","2024-12-09","FlowComm/UncommonGoods Vancouver","64.35","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-07","2024-12-09","SP MIRRA MASA CALGARY","130.20","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-07","2024-12-09","SEPHORA CROSS IRON ROCKY VIEW","115.10","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-08","2024-12-09","NILAS TASTE OF INDONESIA CALGARY","13.86","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-08","2024-12-09","MICHAELS #3903 CALGARY","199.49","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-08","2024-12-09","SHOP.SHOPPERSDRUGMART. NORTH YORK","38.83","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-08","2024-12-10","VALUE VILLAGE #2165 CALGARY","163.67","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-09","2024-12-10","PAYMENT - THANK YOU","-975.23","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-08","2024-12-11","Vestiaire Collective Paris","337.77","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-12","2024-12-16","SIMONS WEB QUEBEC","102.90","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-14","2024-12-16","LS LAYERED CHARM CALGARY","45.14","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-14","2024-12-16","LS BEELAND SPILLIMACHEE","28.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-14","2024-12-16","UBER* TRIP TORONTO","15.33","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-14","2024-12-16","TOTALITEA CALGARY","4.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-14","2024-12-16","TOTALITEA CALGARY","10.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-14","2024-12-16","COMMUNITY NATURAL FOODS # CALGARY","49.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-14","2024-12-16","HUDSON'S BAY #1138 CALGARY","315.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
